text,category,urgency,timestamp,has_photo
"Washing machine overflowing, need immediate attention.",appliance,urgent,2025-02-12 13:07:38.852076,False
Shock received from closet switch.,electrical,urgent,2025-02-16 05:01:26.826419,True
Bathroom fan making slight noise.,electrical,non-urgent,2025-02-11 11:04:32.844110,False
Spider webs in bedroom corner.,pest,non-urgent,2025-02-14 18:05:11.021159,False
Kitchen floor has collapsed partially.,structural,urgent,2025-02-09 10:14:17.635599,False
Multiple scorpions spotted in bathroom.,pest,urgent,2025-02-03 09:31:57.194291,False
Refrigerator vegetable drawer cracked.,appliance,non-urgent,2025-02-28 02:47:00.147729,True
Flea infestation causing severe allergic reactions.,pest,urgent,2025-02-20 04:06:23.379974,False
Heating vent dusty in bedroom.,hvac,non-urgent,2025-02-25 08:26:06.306745,False
Minor scratch on dining room floor.,structural,non-urgent,2025-02-21 09:58:22.820475,True
Single cockroach spotted in kitchen.,pest,non-urgent,2025-02-24 09:12:01.049474,False
Carbon monoxide detector alarming in dining room.,miscellaneous,urgent,2025-02-16 01:16:22.231552,True
Flies coming from hallway drain.,pest,semi-urgent,2025-02-23 12:45:00.777991,True
Heat blowing cold air in office.,hvac,semi-urgent,2025-02-09 17:25:12.813151,True
"Severe leak from ceiling in basement, health risk.",plumbing,urgent,2025-02-23 04:38:46.234801,True
"Break-in attempt, bedroom window damaged.",miscellaneous,urgent,2025-02-22 20:48:17.635245,True
"Fire damage in closet, elderly resident needs assistance.",miscellaneous,urgent,2025-02-24 11:47:23.375411,True
Light switch plate cracked in hallway.,electrical,non-urgent,2025-02-12 15:46:12.136849,False
"Fire damage in basement, emergency situation.",miscellaneous,urgent,2025-02-24 19:48:49.586130,True
Microwave stopped heating food.,appliance,semi-urgent,2025-02-18 23:13:06.582387,False
Air filter needs replacement in bedroom.,hvac,non-urgent,2025-02-05 21:15:43.260388,False
Oven clock reset needed.,appliance,non-urgent,2025-02-05 15:46:45.916605,False
Washing machine violently shaking and moving across floor.,appliance,urgent,2025-02-17 17:48:40.983485,True
Balcony shower drain partially clogged.,plumbing,semi-urgent,2025-02-24 10:47:00.914494,False
Main electrical panel smoking.,electrical,urgent,2025-02-17 15:07:49.087638,True
Range hood fan not working.,appliance,semi-urgent,2025-02-18 20:33:12.371459,True
Weatherstripping coming off bedroom window.,structural,non-urgent,2025-02-07 16:23:48.817882,False
Single light bulb out in living room.,electrical,non-urgent,2025-02-22 10:47:15.782556,False
Microwave light bulb burnt out.,appliance,non-urgent,2025-02-18 17:36:05.913794,False
Strange burning smell from heating system in basement.,hvac,urgent,2025-02-18 17:25:38.578352,True
"Balcony floor collapsed, unable to stay in apartment.",structural,urgent,2025-02-25 02:39:39.297963,False
Silverfish in living room bathroom.,pest,semi-urgent,2025-02-06 23:56:14.671804,True
Main electrical panel smoking.,electrical,urgent,2025-02-24 22:12:51.694604,True
Bedroom toilet overflowing onto floor.,plumbing,urgent,2025-02-05 20:48:09.562298,True
Heating vent cover fell off in entryway.,hvac,semi-urgent,2025-02-12 14:19:52.884502,False
Toilet in closet running continuously.,plumbing,semi-urgent,2025-02-16 05:11:05.464880,False
Few houseflies in balcony.,pest,non-urgent,2025-02-17 00:28:33.748020,False
Ceiling fan making grinding noise in office.,electrical,semi-urgent,2025-02-22 22:06:40.553167,False
Ceiling fan wobbling slightly in office.,electrical,non-urgent,2025-02-25 11:04:21.739557,False
Few houseflies in basement.,pest,non-urgent,2025-02-03 21:39:43.524591,False
Recurring spiders in hallway.,pest,semi-urgent,2025-02-19 13:56:49.743238,True
"Front door lock broken, cannot secure apartment.",miscellaneous,urgent,2025-02-28 07:14:01.406902,True
"Clogged entryway toilet, moderate concern.",plumbing,semi-urgent,2025-02-19 12:32:31.765870,False
Recycle bin missing lid.,miscellaneous,non-urgent,2025-02-05 09:42:44.148970,True
Small crack in bathroom wall.,structural,semi-urgent,2025-02-05 03:10:04.450474,True
Recurring spiders in dining room.,pest,semi-urgent,2025-02-16 12:18:08.106997,True
Some office floor boards are warped.,structural,semi-urgent,2025-02-19 14:22:03.143100,True
"Exposed wires in office, elderly resident needs assistance.",electrical,urgent,2025-02-26 06:44:26.134364,False
Flea infestation causing severe allergic reactions.,pest,urgent,2025-02-26 16:29:23.900969,True
"No heat in apartment, health risk.",hvac,urgent,2025-02-20 04:51:25.447023,True
"Multiple circuit breakers tripping, unable to stay in apartment.",electrical,urgent,2025-02-06 00:56:50.645875,True
Balcony toilet overflowing onto floor.,plumbing,urgent,2025-02-10 19:10:23.713568,False
Excessive moisture in dining room.,miscellaneous,semi-urgent,2025-02-22 07:42:36.141358,False
Small hole in dining room wall.,structural,semi-urgent,2025-02-28 22:20:41.980095,True
"Entryway floor leaking severely, extremely unsafe.",structural,urgent,2025-02-25 17:26:50.103565,True
Hallway faucet making strange noise.,plumbing,semi-urgent,2025-02-15 14:18:47.985894,False
Heat not working and temperature below freezing inside.,hvac,urgent,2025-02-16 20:34:03.426126,False
Buzzing sound from closet outlet.,electrical,semi-urgent,2025-02-22 03:58:19.279011,False
Water gushing from under office sink.,plumbing,urgent,2025-02-19 16:36:43.383095,False
